Column1;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
3083;Male;0;Yes;Yes;60;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);2395;15064;No
3084;Male;0;No;No;9;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;2015;1637;No
3085;Male;0;No;No;3;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);10535;32325;Yes
3086;Male;0;No;No;17;Yes;Yes;Fiber optic;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);9565;16400;No
3087;Female;0;No;No;8;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;8705;7621;Yes
3088;Male;0;Yes;Yes;46;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Mailed check;810;384635;No
3089;Female;0;No;No;68;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);8245;56466;No
3090;Male;0;No;No;1;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;535;535;Yes
3091;Female;0;Yes;No;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);205;7905;No
3092;Female;0;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;251;251;Yes
3093;Male;0;No;Yes;28;Yes;No;DSL;No;Yes;No;Yes;No;No;One year;Yes;Credit card (automatic);544;15166;No
3094;Female;0;No;No;39;Yes;No;DSL;No;Yes;No;No;Yes;No;One year;Yes;Credit card (automatic);586;22245;No
3095;Male;0;No;No;11;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;No;Electronic check;848;88875;No
3096;Female;0;Yes;No;71;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);614;431035;No
3097;Male;0;No;Yes;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;204;429;No
3098;Male;1;Yes;No;30;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Mailed check;7965;236515;Yes
3099;Female;0;No;No;17;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;2015;35365;No
3100;Female;0;Yes;No;55;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Credit card (automatic);9445;50731;No
3101;Female;0;No;No;58;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);798;452685;No
3102;Female;0;No;No;5;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Electronic check;542;30825;Yes
3103;Female;1;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;1945;1945;Yes
3104;Male;1;No;No;9;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7405;67845;No
3105;Male;0;No;No;26;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);4915;12373;No
3106;Female;0;No;No;50;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);194;102395;No
3107;Female;0;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);11365;818275;No
3108;Female;0;No;Yes;43;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic);1060;45323;No
3109;Male;0;No;No;56;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);2595;144405;No
3110;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;191;191;No
3111;Male;0;Yes;Yes;72;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Electronic check;1034;737265;Yes
3112;Male;0;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);10055;73251;No
3113;Male;0;Yes;No;36;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;954;34742;No
3114;Male;0;No;No;5;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;Month-to-month;No;Bank transfer (automatic);7515;39265;No
3115;Female;0;No;No;13;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;8445;10586;Yes
3116;Female;1;No;No;44;Yes;No;Fiber optic;No;Yes;Yes;No;No;Yes;One year;No;Credit card (automatic);8915;399075;No
3117;Female;1;Yes;Yes;70;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;1079;747585;No
3118;Male;0;No;No;44;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);195;8355;No
3119;Female;1;Yes;No;32;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);8595;26286;Yes
3120;Female;0;Yes;No;69;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);2495;171835;No
3121;Female;1;No;No;16;Yes;No;DSL;No;No;No;Yes;Yes;No;Month-to-month;No;Electronic check;594;10239;Yes
3122;Male;1;Yes;Yes;68;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);195;119355;No
3123;Male;0;No;No;16;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);6995;12055;No
3124;Male;0;Yes;Yes;68;Yes;No;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);8285;577645;No
3125;Male;0;No;No;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;190;789;No
3126;Female;0;Yes;Yes;26;No;No phone service;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;No;Credit card (automatic);3885;102515;No
3127;Female;0;No;No;29;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;306;85635;Yes
3128;Male;0;No;Yes;5;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);2035;1220;No
3129;Male;0;Yes;No;70;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;One year;Yes;Bank transfer (automatic);950;66029;No
3130;Male;0;Yes;No;24;Yes;No;DSL;Yes;No;No;Yes;Yes;Yes;One year;No;Bank transfer (automatic);744;17129;No
3131;Female;1;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Bank transfer (automatic);7845;568225;No
3132;Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;743;743;No
3133;Male;0;Yes;No;70;No;No phone service;DSL;No;Yes;Yes;Yes;No;Yes;One year;Yes;Bank transfer (automatic);5105;363515;No
3134;Female;0;Yes;Yes;36;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);192;7029;No
3135;Female;1;No;No;38;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;9955;373425;Yes
3136;Female;0;No;No;17;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;700;11445;Yes
3137;Female;0;Yes;Yes;41;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);1091;445425;No
3138;Female;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;453;453;Yes
3139;Male;0;No;No;2;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);2985;756;Yes
3140;Male;0;No;No;14;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Electronic check;7645;111755;No
3141;Male;1;No;No;2;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);951;18025;Yes
3142;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;198;198;Yes
3143;Male;0;Yes;Yes;13;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;No;Month-to-month;Yes;Electronic check;728;93005;No
3144;Male;0;No;No;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1895;11015;No
3145;Female;0;No;No;4;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);7665;3336;Yes
3146;Female;0;Yes;Yes;5;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Mailed check;9915;46505;Yes
3147;Female;0;Yes;No;15;Yes;No;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;10175;16694;No
3148;Female;0;No;No;47;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Credit card (automatic);7545;35451;No
3149;Female;0;No;No;8;Yes;No;DSL;No;No;Yes;Yes;No;Yes;Month-to-month;No;Mailed check;641;50405;No
3150;Male;0;No;No;17;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;2565;4402;No
3151;Male;0;Yes;Yes;15;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;751;115155;No
3152;Female;0;No;No;26;Yes;No;Fiber optic;Yes;No;Yes;Yes;No;Yes;One year;Yes;Bank transfer (automatic);9585;247535;No
3153;Female;0;No;No;23;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;544;124925;No
3154;Female;1;No;No;4;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;7275;31775;No
3155;Male;0;No;Yes;29;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;1985;53505;No
3156;Female;0;No;No;25;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1905;4613;No
3157;Male;0;No;No;9;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;4495;4310;Yes
3158;Male;0;Yes;No;18;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Mailed check;4955;87835;Yes
3159;Male;1;No;No;3;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9485;33575;No
3160;Female;0;Yes;Yes;69;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Bank transfer (automatic);4625;31214;No
3161;Male;0;No;No;14;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;1935;3248;No
3162;Male;0;No;No;19;Yes;Yes;DSL;No;No;No;No;Yes;Yes;Month-to-month;No;Mailed check;696;139455;No
3163;Male;1;No;No;39;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;No;Electronic check;907;341325;No
3164;Male;0;No;No;31;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;1014;314365;No
3165;Male;0;Yes;Yes;24;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;2025;43975;No
3166;Male;0;Yes;No;14;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);488;6644;No
3167;Female;0;Yes;No;64;Yes;No;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Mailed check;7435;475955;No
3168;Female;0;No;No;50;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;1935;10330;No
3169;Male;0;Yes;Yes;52;Yes;No;DSL;No;Yes;Yes;Yes;Yes;No;One year;Yes;Electronic check;6875;348285;No
3170;Male;0;No;No;28;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;One year;No;Electronic check;1002;268845;No
3171;Female;0;No;No;21;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);2085;43525;No
3172;Male;0;No;Yes;25;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;959;244875;Yes
3173;Female;0;Yes;No;17;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;1935;3070;No
3174;Male;0;Yes;No;58;No;No phone service;DSL;No;No;No;No;Yes;Yes;One year;Yes;Credit card (automatic);450;268935;No
3175;Male;1;Yes;No;17;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Bank transfer (automatic);815;13292;Yes
3176;Female;0;Yes;No;51;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;255;128125;No
3177;Male;0;Yes;Yes;72;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;No;Two year;No;Mailed check;489;35270;No
3178;Male;0;Yes;No;52;Yes;No;Fiber optic;Yes;No;No;No;Yes;No;Month-to-month;No;Electronic check;841;434865;Yes
3179;Female;0;No;No;27;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;196;56115;No
3180;Female;0;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;200;636;No
3181;Female;0;Yes;No;64;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Mailed check;813;51293;No
3182;Female;0;Yes;No;45;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);952;42858;No
3183;Male;1;Yes;No;3;No;No phone service;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;3645;937;Yes
3184;Female;0;Yes;No;71;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);833;58945;No
3185;Female;1;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;2505;2505;Yes
3186;Female;0;Yes;Yes;58;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);203;116075;No
3187;Male;0;Yes;Yes;34;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;8985;309175;No
3188;Female;0;No;No;8;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;4985;36555;Yes
3189;Female;0;Yes;Yes;15;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;198;27295;No
3190;Male;0;Yes;Yes;66;No;No phone service;DSL;No;No;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);5465;36320;No
3191;Male;1;No;No;12;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);2935;3812;No
3192;Male;0;No;No;58;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);1915;10355;No
3193;Female;0;Yes;Yes;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;191;520;No
3194;Female;1;Yes;No;43;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;Month-to-month;No;Credit card (automatic);5555;23422;Yes
3195;Female;0;No;No;9;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;No;Electronic check;8055;6539;No
3196;Female;0;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;2025;712;No
3197;Female;0;Yes;Yes;22;Yes;No;DSL;No;Yes;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);695;14982;Yes
3198;Male;0;Yes;No;40;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);1060;417865;No
3199;Female;0;No;No;68;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);255;18218;No
3200;Male;0;Yes;No;54;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;1043;527815;Yes
3201;Female;0;No;No;50;Yes;Yes;DSL;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Mailed check;796;40242;No
3202;Male;0;No;No;1;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;5525;5525;No
3203;Female;0;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);8805;65208;No
3204;Male;0;No;Yes;40;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);204;8549;No
3205;Female;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);1176;83089;No
3206;Female;0;No;No;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;200;1092;No
3207;Female;0;No;No;5;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);1965;9205;No
3208;Male;0;Yes;No;48;Yes;Yes;DSL;No;Yes;Yes;No;No;Yes;One year;Yes;Credit card (automatic);7055;34205;No
3209;Female;0;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9385;9385;Yes
3210;Female;0;Yes;Yes;64;Yes;No;DSL;Yes;No;No;Yes;Yes;No;One year;No;Mailed check;658;40680;No
3211;Female;0;No;No;17;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);2005;3379;No
3212;Male;0;Yes;No;40;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;800;316875;No
3213;Female;0;Yes;Yes;41;No;No phone service;DSL;Yes;No;Yes;No;No;No;One year;No;Credit card (automatic);354;14124;No
3214;Male;1;No;No;51;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;One year;Yes;Bank transfer (automatic);796;39747;No
3215;Male;0;Yes;No;41;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;8025;34390;No
3216;Female;0;Yes;Yes;1;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;No;Mailed check;5045;5045;Yes
3217;Female;0;No;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;2045;4245;No
3218;Male;0;No;No;68;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;One year;No;Credit card (automatic);796;546145;No
3219;Female;0;Yes;Yes;24;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;247;57175;No
3220;Male;0;Yes;No;70;Yes;Yes;DSL;Yes;No;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);773;54982;No
3221;Male;0;No;No;3;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;2975;9685;No
3222;Male;0;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);449;11105;No
3223;Male;0;Yes;No;3;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;No;Credit card (automatic);298;944;No
3224;Female;0;No;No;7;Yes;Yes;DSL;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;7465;5211;Yes
3225;Female;0;No;No;13;Yes;No;DSL;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;7195;92385;No
3226;Male;0;No;No;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2075;1411;No
3227;Male;0;Yes;Yes;12;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;563;62865;No
3228;Male;0;Yes;Yes;53;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;10525;55763;No
3229;Female;0;No;No;12;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;942;10461;Yes
3230;Male;0;Yes;Yes;63;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;1955;12456;No
